epoch	step	loss	l1	ciou	train_iou	train_mIoU	lr	mIoU	Acc@0.25	Acc@0.5	Acc@0.75	Acc@0.9	blind_mIoU	delta	sec
184	1850	1.7801	0.0731	0.7073	0.3726	0.3722	0.0155	0.1699	0.2886	0.0498	0.0050	0.0000	0.1548	0.0117	934
185	1860	1.7779	0.0734	0.7056	0.3739	0.3725	0.0135	0.1715	0.2985	0.0547	0.0050	0.0000	0.1548	0.0131	939
186	1870	1.7758	0.0731	0.7052	0.3744	0.3732	0.0117	0.1704	0.2886	0.0647	0.0050	0.0000	0.1543	0.0129	945
187	1880	1.7764	0.0729	0.7060	0.3737	0.3734	0.0100	0.1704	0.2836	0.0547	0.0050	0.0000	0.1543	0.0127	950
188	1890	1.7761	0.0731	0.7054	0.3742	0.3724	0.0084	0.1706	0.2935	0.0498	0.0000	0.0000	0.1535	0.0135	955
189	1900	1.7816	0.0736	0.7069	0.3728	0.3721	0.0070	0.1709	0.2886	0.0597	0.0000	0.0000	0.1559	0.0109	960
190	1910	1.7759	0.0728	0.7060	0.3738	0.3727	0.0056	0.1705	0.2985	0.0597	0.0000	0.0000	0.1562	0.0107	965
191	1920	1.7765	0.0733	0.7049	0.3745	0.3730	0.0045	0.1707	0.2836	0.0448	0.0000	0.0000	0.1546	0.0127	970
192	1930	1.7773	0.0738	0.7042	0.3753	0.3733	0.0034	0.1724	0.2836	0.0597	0.0000	0.0000	0.1564	0.0125	976
193	1940	1.7778	0.0732	0.7058	0.3739	0.3732	0.0025	0.1716	0.2935	0.0547	0.0000	0.0000	0.1563	0.0118	981
194	1950	1.7769	0.0729	0.7061	0.3736	0.3735	0.0018	0.1709	0.2886	0.0547	0.0000	0.0000	0.1562	0.0113	985
195	1960	1.7778	0.0733	0.7057	0.3738	0.3730	0.0011	0.1716	0.2886	0.0498	0.0000	0.0000	0.1549	0.0132	990
196	1970	1.7762	0.0727	0.7062	0.3735	0.3724	0.0007	0.1709	0.2886	0.0547	0.0050	0.0000	0.1535	0.0141	995
197	1980	1.7773	0.0731	0.7058	0.3737	0.3728	0.0003	0.1713	0.2886	0.0498	0.0000	0.0000	0.1553	0.0125	1000
198	1990	1.7753	0.0729	0.7054	0.3742	0.3731	0.0001	0.1708	0.2836	0.0547	0.0000	0.0000	0.1526	0.0148	1005
199	2000	1.7767	0.0727	0.7066	0.3732	0.3729	0.0000	0.1712	0.2886	0.0448	0.0050	0.0000	0.1561	0.0116	1010
