epoch	step	loss	l1	ciou	train_iou	train_mIoU	lr	mIoU	Acc@0.25	Acc@0.5	Acc@0.75	Acc@0.9	blind_mIoU	delta	sec
120	1210	1.7881	0.0744	0.7079	0.3717	0.3735	0.3701	0.1700	0.2985	0.0547	0.0050	0.0000	0.1580	0.0087	604
121	1220	1.7847	0.0742	0.7068	0.3728	0.3711	0.3621	0.1699	0.2935	0.0498	0.0000	0.0000	0.1550	0.0108	609
122	1230	1.7870	0.0743	0.7078	0.3718	0.3725	0.3542	0.1719	0.2985	0.0547	0.0050	0.0000	0.1581	0.0099	614
123	1240	1.7883	0.0745	0.7080	0.3715	0.3692	0.3463	0.1708	0.2886	0.0647	0.0000	0.0000	0.1535	0.0134	619
124	1250	1.7893	0.0744	0.7087	0.3706	0.3738	0.3384	0.1731	0.3035	0.0597	0.0000	0.0000	0.1558	0.0136	624
125	1260	1.7854	0.0739	0.7080	0.3717	0.3739	0.3306	0.1721	0.3035	0.0597	0.0000	0.0000	0.1555	0.0128	629
126	1270	1.7859	0.0744	0.7070	0.3722	0.3725	0.3229	0.1719	0.2886	0.0597	0.0000	0.0000	0.1570	0.0113	634
127	1280	1.7843	0.0741	0.7068	0.3727	0.3707	0.3152	0.1690	0.2836	0.0547	0.0050	0.0000	0.1539	0.0114	639
128	1290	1.7850	0.0742	0.7070	0.3726	0.3725	0.3075	0.1728	0.3035	0.0547	0.0000	0.0000	0.1566	0.0123	644
129	1300	1.7840	0.0744	0.7061	0.3729	0.3720	0.2999	0.1720	0.2985	0.0498	0.0000	0.0000	0.1554	0.0128	650
130	1310	1.7846	0.0740	0.7073	0.3726	0.3735	0.2924	0.1735	0.3035	0.0597	0.0000	0.0000	0.1585	0.0114	655
131	1320	1.7839	0.0743	0.7062	0.3733	0.3706	0.2849	0.1715	0.2935	0.0498	0.0000	0.0000	0.1561	0.0121	660
132	1330	1.7864	0.0738	0.7087	0.3710	0.3727	0.2774	0.1712	0.2886	0.0547	0.0000	0.0000	0.1549	0.0127	665
133	1340	1.7834	0.0739	0.7070	0.3725	0.3701	0.2701	0.1675	0.2687	0.0498	0.0050	0.0000	0.1523	0.0119	670
134	1350	1.7831	0.0731	0.7087	0.3712	0.3717	0.2628	0.1698	0.2985	0.0498	0.0000	0.0000	0.1555	0.0107	675
135	1360	1.7865	0.0746	0.7068	0.3724	0.3713	0.2555	0.1703	0.2886	0.0597	0.0000	0.0000	0.1548	0.0119	680
136	1370	1.7834	0.0740	0.7066	0.3728	0.3728	0.2483	0.1736	0.2985	0.0547	0.0050	0.0000	0.1565	0.0134	685
137	1380	1.7837	0.0738	0.7072	0.3725	0.3722	0.2412	0.1702	0.2985	0.0547	0.0000	0.0000	0.1551	0.0117	690
138	1390	1.7847	0.0737	0.7081	0.3716	0.3720	0.2342	0.1696	0.2836	0.0448	0.0000	0.0000	0.1540	0.0123	695
139	1400	1.7823	0.0735	0.7074	0.3721	0.3718	0.2272	0.1694	0.2786	0.0547	0.0000	0.0000	0.1570	0.0090	700
140	1410	1.7812	0.0732	0.7076	0.3722	0.3718	0.2203	0.1686	0.2886	0.0498	0.0000	0.0000	0.1545	0.0107	705
141	1420	1.7841	0.0738	0.7075	0.3721	0.3726	0.2135	0.1697	0.2985	0.0547	0.0000	0.0000	0.1554	0.0109	710
142	1430	1.7823	0.0737	0.7068	0.3728	0.3708	0.2068	0.1674	0.2886	0.0547	0.0000	0.0000	0.1536	0.0106	716
143	1440	1.7852	0.0742	0.7071	0.3726	0.3741	0.2001	0.1717	0.3035	0.0597	0.0000	0.0000	0.1588	0.0094	721
144	1450	1.7820	0.0743	0.7053	0.3741	0.3700	0.1935	0.1683	0.2935	0.0448	0.0000	0.0000	0.1541	0.0110	726
145	1460	1.7871	0.0738	0.7091	0.3708	0.3737	0.1871	0.1741	0.2985	0.0647	0.0050	0.0000	0.1601	0.0105	731
146	1470	1.7825	0.0751	0.7036	0.3754	0.3728	0.1807	0.1725	0.2886	0.0597	0.0050	0.0000	0.1566	0.0128	736
147	1480	1.7812	0.0735	0.7068	0.3730	0.3718	0.1743	0.1705	0.2985	0.0597	0.0000	0.0000	0.1549	0.0121	742
